日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,上場場部：コード,日経業種：コード,有形固定資産,資産合計,売上高・営業収益［累計］,法人税等［累計］,法人税等調整額／繰延税金費用［累計］,支払利息・割引料［累計］,親会社株主に帰属する当期純利益（連結）／当期利益（単独）［累計］,【販管費】人件費・福利厚生費［累計］,【販管費】賃借料［累計］,期末従業員数,営業利益［累計］,受取利息・配当金［累計］,持分法を適用した場合の投資損益［累計］,株主資本,評価・換算差額等／累積その他の包括利益,受取手形・売掛金及び契約資産／売掛金及びその他の短期債権,棚卸資産,売上原価・営業原価［累計］
0000001,極洋,2010/03,10,1,12,11,235341,11568,64301,145778,923,-281,364,1086,3955,,2909,2180,362,,18391,-339,15845,23187,127927
0000001,極洋,2011/03,10,1,12,11,235341,12331,76925,162731,799,-396,380,58,4261,,2753,1588,174,,17785,-707,18884,29680,144085
0000001,極洋,2012/03,10,1,12,11,235341,11574,84937,181885,1383,-62,419,423,4476,,2460,1636,172,,17683,-717,23722,33755,162411
0000001,極洋,2013/03,10,1,12,11,235341,11281,83245,178046,1139,-441,376,1269,4571,,2397,2324,176,3,18512,-75,22579,32306,157186
0000001,極洋,2014/03,10,1,12,11,235341,10597,84319,202387,1255,284,385,2968,4466,,2111,2915,166,-12,20954,-1253,24393,31343,181075
0000001,極洋,2015/03,10,1,12,11,235341,12241,88937,218350,2389,1216,408,2433,4628,,2169,2460,199,-378,22202,447,24616,35952,198009
0000001,極洋,2016/03,10,1,12,11,235341,16972,94608,226626,804,-235,437,1799,4704,,2249,2433,114,73,23405,-827,24759,37068,205854
0000001,極洋,2017/03,10,1,12,11,235341,17137,97391,236561,1518,58,418,2422,4926,,2193,3723,100,169,25301,-325,29113,36895,213292
0000001,極洋,2018/03,10,1,12,11,235341,15377,106297,254783,1416,-58,433,3211,5089,,2257,4066,104,104,28828,60,32879,39921,231180
0000001,極洋,2019/03,10,1,12,11,235341,14981,114673,256151,1242,251,443,2914,5077,,2264,3831,136,207,31346,475,35540,44946,232446
0000001,極洋,2020/03,10,1,12,11,235341,15976,111184,262519,1336,-142,446,2037,5093,,2307,2918,131,202,32396,321,33444,41043,238274
0000001,極洋,2021/03,10,1,12,11,235341,15715,116331,249197,1952,-242,387,3838,5264,,2313,4657,138,86,35300,5081,32869,41759,223620
0000001,極洋,2022/03,10,1,12,11,235341,18897,130460,253575,2124,89,391,4634,5440,,2208,6392,157,17,39072,3632,28683,54628,225558
0000001,極洋,2023/03,10,1,12,11,235341,18912,146301,272167,2664,-309,504,5782,5383,,2112,8105,169,21,43736,3805,33079,63885,241139
0000003,ニッスイ,2010/03,10,1,12,11,235341,112860,383924,481574,2902,32,3586,44,21129,2508,8801,6227,1616,,66798,-5219,59526,67634,375408
0000003,ニッスイ,2011/03,10,1,12,11,235341,113200,401185,494294,526,-2274,3598,-701,21878,2669,11172,8088,1603,,64745,-11899,64104,81744,381299
0000003,ニッスイ,2012/03,10,1,12,11,235341,109350,403182,538030,-1182,-5559,3730,2307,22189,1952,10513,9553,1893,,63320,-14803,67536,86449,418301
0000003,ニッスイ,2013/03,10,1,12,11,235341,112607,424108,566858,4256,-533,3766,-4575,23602,2435,10175,5809,1949,-92,56815,-3947,70573,89046,446640
0000003,ニッスイ,2014/03,10,1,12,11,235341,109432,434597,604249,5827,156,3277,3998,23068,2202,8919,13931,1584,-310,60813,9527,73250,101892,480237
0000003,ニッスイ,2015/03,10,1,12,11,235341,113667,461889,638435,9255,4534,3035,10558,23582,2289,8240,18110,1410,2485,69536,20633,73192,113199,505715
0000003,ニッスイ,2016/03,10,1,12,11,235341,118116,445707,637164,7282,941,2652,12307,24261,2245,8466,19442,1267,2126,81282,13643,70534,110920,504406
0000003,ニッスイ,2017/03,10,1,12,11,235341,123630,451876,635953,8933,2940,2172,14216,24146,2317,8722,22646,1124,2965,108163,12809,75206,110042,501371
0000003,ニッスイ,2018/03,10,1,12,11,235341,132782,482233,677293,7886,-24,2000,17234,24373,2533,9003,23240,1115,1325,123305,14409,84681,122274,537301
0000003,ニッスイ,2019/03,10,1,12,11,235341,137525,477913,712111,8279,2156,1744,15379,24883,2730,9065,21685,1016,2751,135960,10365,88753,128750,573385
0000003,ニッスイ,2020/03,10,1,12,11,235341,148042,491533,690016,7374,393,1636,14768,25477,2920,9247,22834,1035,2820,148069,5082,79962,131052,556218
0000003,ニッスイ,2021/03,10,1,12,11,235341,147428,475468,615044,7337,688,1318,14391,25290,3132,9431,17998,893,2770,159648,9778,76042,129080,518618
0000003,ニッスイ,2022/03,10,1,12,11,235341,145379,505731,693682,8807,608,1166,17275,27429,3344,9662,27076,956,2685,172889,16909,90325,144082,582602
0000003,ニッスイ,2023/03,10,1,12,11,235341,149017,549013,768181,7262,-624,1637,21233,27631,3594,9515,24488,1006,2401,189457,27385,95690,175882,652129
0000004,マルハニチロ,2010/03,10,0,12,11,235341,11050,113684,174907,-519,-538,1882,742,3579,,372,654,634,147,24557,-121,15210,34359,158219
0000004,マルハニチロ,2011/03,10,0,12,11,235341,10844,112409,177790,1369,541,1471,1859,3432,,347,6184,598,123,25816,3,14499,35907,155772
0000004,マルハニチロ,2012/03,10,1,12,11,235341,21720,134504,233998,1963,44,1562,762,4070,,2194,5961,261,,28894,-8736,20078,51571,205111
0000004,マルハニチロ,2013/03,10,1,12,11,235341,22634,124453,229494,1802,1053,1412,2920,4184,,2153,4921,332,,29615,-6654,22334,53425,201761
0000004,マルハニチロ,2014/03,10,1,12,11,235341,24649,151536,264449,2532,13,1481,3730,4636,,2098,5456,182,,33345,-2897,27685,67810,234074
0000004,マルハニチロ,2015/03,10,1,12,11,235341,143373,502016,863784,2259,-1398,2696,7219,24422,,11803,8686,936,1210,78567,10325,101287,147537,756410
0000004,マルハニチロ,2016/03,10,1,12,11,235341,139595,485973,884811,5653,1158,2486,4097,24871,,11258,16972,964,983,79610,5587,100171,141441,768242
0000004,マルハニチロ,2017/03,10,1,12,11,235341,140014,501303,873295,5818,-376,1953,15446,24599,,11237,26308,1215,542,93511,7152,103686,149609,746954
0000004,マルハニチロ,2018/03,10,1,12,11,235341,138444,516607,918820,7301,234,1845,16102,24989,,10938,24497,1154,1352,107169,8290,115703,152009,793705
0000004,マルハニチロ,2019/03,10,1,12,11,235341,140351,520318,922468,7624,1447,1752,16695,25426,,11276,21758,959,1243,121739,3614,114040,163521,798618
0000004,マルハニチロ,2020/03,10,1,12,11,235341,148206,528063,905204,6296,770,1747,12537,25486,,11107,17079,1084,775,132747,-119,106077,164307,787135
0000004,マルハニチロ,2021/03,10,1,12,11,235341,147902,532866,809050,1626,-2085,1509,5753,25589,,13117,16172,1040,483,138081,4415,102644,156559,700505
0000004,マルハニチロ,2022/03,10,1,12,11,235341,140249,548603,866702,7197,2677,1402,16898,25560,,12352,23819,890,808,153291,6883,115391,172690,746205
0000004,マルハニチロ,2023/03,10,1,12,11,235341,148995,637227,1020456,7058,-538,2281,18596,28249,,12843,29575,1001,1113,163639,14672,131768,216697,885201
0000015,常磐興産,2010/03,10,1,12,12,271702,39088,53209,34738,33,-13,608,486,678,,494,1362,81,,15824,142,1727,376,30368
0000015,常磐興産,2011/03,10,1,12,12,271702,30992,52015,33240,25,5,581,-367,572,,480,982,72,,15257,-153,1862,313,29476
0000015,常磐興産,2012/03,10,1,12,12,271702,31483,57662,29626,-931,-997,602,-8853,461,,445,-1545,79,,9403,40,2509,375,29055
0000015,常磐興産,2013/03,10,1,12,12,271702,31344,59437,46776,52,-90,625,2577,510,,443,1641,82,35,11972,542,3254,1101,42403
0000015,常磐興産,2014/03,10,1,12,12,271702,30631,58041,54429,-90,-214,609,1504,544,,446,2137,87,76,10347,659,5160,397,49226
0000015,常磐興産,2015/03,10,1,12,12,271702,30508,58470,49461,-152,-248,588,1509,531,,490,1855,100,38,11825,1292,5435,449,44456
0000015,常磐興産,2016/03,10,1,12,12,271702,30495,54401,35767,49,-147,543,1348,540,,551,1822,125,20,12998,749,2041,461,30691
0000015,常磐興産,2017/03,10,1,12,12,271702,30631,55237,36177,-792,-890,493,548,579,,617,1101,132,-4,13369,1463,2376,1190,31848
0000015,常磐興産,2018/03,10,1,12,12,271702,30994,53097,29057,259,113,417,837,630,,659,1252,138,62,14030,1618,2075,434,24547
0000015,常磐興産,2019/03,10,1,12,12,271702,30870,51836,28647,290,231,406,-522,653,,685,273,148,49,13331,1243,3313,448,25043
0000015,常磐興産,2020/03,10,1,12,12,271702,30175,48245,25993,210,138,384,-118,657,,713,141,143,60,13036,515,2074,461,22467
0000015,常磐興産,2021/03,10,1,12,12,271702,30986,50297,15097,61,2,468,-2884,592,,710,-2899,139,10,9975,839,1716,475,15782
0000015,常磐興産,2022/03,10,1,12,12,271702,29711,52344,11081,-33,-56,499,-2711,709,,680,-2339,111,4,7192,765,6073,638,10775
0000015,常磐興産,2023/03,10,1,12,12,271702,28906,54181,13434,-9,-152,488,645,656,,604,620,133,190,7838,1141,7222,569,9916
0000016,太平洋興発,2010/03,10,1,12,12,243429,15358,33918,26088,-79,-236,122,606,1352,,800,792,462,,10427,2080,3157,3472,22312
0000016,太平洋興発,2011/03,10,1,12,12,243429,15479,33371,27410,43,-110,106,321,1344,,839,671,135,,10618,1677,2966,3672,23902
0000016,太平洋興発,2012/03,10,1,12,12,243429,15511,34288,31943,314,124,128,352,1345,,857,781,109,,10824,1879,3314,3397,28027
0000016,太平洋興発,2013/03,10,1,12,12,243429,15216,35007,27953,141,20,141,383,1364,,842,897,122,,11078,1810,3203,3827,24008
0000016,太平洋興発,2014/03,10,1,12,12,243429,16479,37943,30975,240,65,168,397,1311,,859,851,75,,11952,1570,4401,3786,27157
0000016,太平洋興発,2015/03,10,1,12,12,243429,16666,35726,30202,208,85,156,211,1338,,860,674,58,,12309,1638,3541,3939,26498
0000016,太平洋興発,2016/03,10,1,12,12,243429,17164,36692,29406,195,7,166,218,1298,,858,755,51,,12327,1244,3874,4480,25597
0000016,太平洋興発,2017/03,10,1,12,12,243429,18602,37841,31689,22,-181,192,638,1367,,860,939,27,,12771,1404,4010,4272,27572
0000016,太平洋興発,2018/03,10,1,12,12,243429,18973,39868,36135,271,26,209,508,1384,,842,989,48,,13042,1508,5246,4437,31872
0000016,太平洋興発,2019/03,10,1,12,12,243429,20348,43897,36005,173,-47,238,291,1393,,823,926,60,,13100,1712,5012,6625,31647
0000016,太平洋興発,2020/03,10,1,12,12,243429,21721,43691,32476,144,-166,277,464,1394,,710,689,74,,13331,1120,3267,7036,28323
0000016,太平洋興発,2021/03,10,1,12,12,243429,23121,43674,27825,292,142,252,446,1393,,706,750,31,,13468,1114,3925,5468,23978
0000016,太平洋興発,2022/03,10,1,12,12,243429,24312,44646,32855,180,57,286,367,1447,,689,631,32,,13437,1243,4268,5337,28890
0000016,太平洋興発,2023/03,10,1,12,12,243429,23904,45686,51016,375,13,285,694,1485,,670,1405,132,,13873,1442,4490,6149,46159
0000022,日鉄鉱業,2010/03,10,1,12,11,237362,47245,144066,93726,1237,679,613,1681,3645,,1636,4709,538,,60587,9397,21637,13668,74173
0000022,日鉄鉱業,2011/03,10,1,12,11,237362,44802,136145,107741,1835,810,565,1638,3804,,1670,5124,533,,61639,6473,22350,15180,86767
0000022,日鉄鉱業,2012/03,10,1,12,11,237362,43234,132470,101505,1764,-288,497,3024,3773,,1701,7288,670,,64078,5334,22266,14298,77993
0000022,日鉄鉱業,2013/03,10,1,12,11,237362,47460,144539,102840,2269,-670,457,3873,3813,,1704,8649,479,-551,67366,7906,23157,16457,76428
0000022,日鉄鉱業,2014/03,10,1,12,11,237362,56880,161325,114317,2652,170,431,3903,4156,,1781,9517,656,-161,70682,10909,28216,18751,85136
0000022,日鉄鉱業,2015/03,10,1,12,11,237362,59234,170055,125467,3192,47,401,5973,4235,,1787,10232,718,-256,75831,13387,25587,14059,95975
0000022,日鉄鉱業,2016/03,10,1,12,11,237362,57242,162379,114088,2488,-367,356,4483,4361,,1756,10090,804,257,79726,7745,25223,14675,84901
0000022,日鉄鉱業,2017/03,10,1,12,11,237362,57240,167260,107325,-330,-2455,303,7289,4358,,1771,8026,601,-122,85401,12641,24499,12918,80858
0000022,日鉄鉱業,2018/03,10,1,12,11,237362,56118,172431,118709,2426,-200,329,4877,4620,,1784,8471,917,183,89540,11993,26738,13764,91067
0000022,日鉄鉱業,2019/03,10,1,12,11,237362,58369,171717,123372,2625,-748,309,5360,4420,,1836,7479,1070,-277,94065,8590,28490,9631,95260
0000022,日鉄鉱業,2020/03,10,1,12,11,237362,61716,173954,117502,2600,-528,266,4518,4490,,1882,7576,883,241,97649,2411,26128,18786,89491
0000022,日鉄鉱業,2021/03,10,1,12,11,237362,62584,188735,119159,2019,-675,272,3746,4588,,1941,8726,630,598,100591,10483,27604,19270,92104
0000022,日鉄鉱業,2022/03,10,1,12,11,237362,67117,197732,149082,5110,27,261,9279,4570,,2019,15715,1085,123,108145,11928,30756,20626,114217
0000022,日鉄鉱業,2023/03,10,1,12,11,237362,70276,208335,164020,3164,-191,490,9780,4898,,2127,13632,1623,-1192,114976,17368,30670,17748,129038
0000023,三井松島ホールディングス,2010/03,10,1,12,11,237361,22319,48983,61014,1851,533,348,3463,1584,,332,4803,191,,18888,1315,3738,236,53307
0000023,三井松島ホールディングス,2011/03,10,1,12,11,237361,25930,49022,87658,1734,144,291,4480,1552,,437,3102,228,,23138,1112,4112,526,81672
0000023,三井松島ホールディングス,2012/03,10,1,12,11,237361,24759,46178,98063,2679,-93,168,4880,1612,,435,6290,238,,28217,-1364,4332,762,88962
0000023,三井松島ホールディングス,2013/03,10,1,12,11,237361,27864,56280,84009,1378,99,145,1699,1911,,693,3820,297,23,29444,1683,5516,1117,76691
0000023,三井松島ホールディングス,2014/03,10,1,12,11,237361,26388,59812,77300,619,-129,161,1532,1751,,770,1891,267,21,29422,3382,6203,1493,72266
0000023,三井松島ホールディングス,2015/03,10,1,12,11,237361,25504,58091,67956,-237,-1007,181,584,2047,,727,-271,250,201,29731,4695,4950,1520,64304
0000023,三井松島ホールディングス,2016/03,10,1,12,11,237361,23053,55281,58564,434,-478,181,1512,2259,,1142,1007,300,50,29593,3289,4828,2914,52890
0000023,三井松島ホールディングス,2017/03,10,1,12,11,237361,21182,59113,53086,-184,-607,164,1323,2672,,1288,1027,212,-36,29661,2046,7023,2166,46517
0000023,三井松島ホールディングス,2018/03,10,1,12,11,237361,19032,58282,66322,800,-138,181,1520,2693,,1309,1531,255,28,30885,2689,7073,2472,59006
0000023,三井松島ホールディングス,2019/03,10,1,12,11,237361,17099,57464,75702,2005,175,159,2240,2570,,1277,5201,316,185,32516,445,8312,3080,64816
0000023,三井松島ホールディングス,2020/03,10,1,12,11,237361,15855,63155,66596,667,-596,171,2292,4069,,1274,2741,344,80,34152,-1151,8651,4165,55204
0000023,三井松島ホールディングス,2021/03,10,1,12,11,237361,13427,70618,57378,1052,400,177,-3035,3938,,1512,1946,160,34,30478,-268,7154,6885,47398
0000023,三井松島ホールディングス,2022/03,10,1,12,11,237361,13016,67837,46592,2694,264,157,5396,3696,,1305,8417,76,34,35237,197,8403,6812,30184
0000023,三井松島ホールディングス,2023/03,10,1,12,11,237361,12747,95025,80015,11163,220,141,22977,4055,,1455,35789,215,369,54407,1370,13877,8278,34710
0000043,古河機械金属,2010/03,10,1,12,11,119181,87644,204774,142925,303,-59,1680,585,5371,,2670,1597,497,,44850,4035,24426,31422,127302
0000043,古河機械金属,2011/03,10,1,12,11,119181,85657,196234,165638,113,-368,1526,563,5872,,2728,2821,677,,45472,376,25197,29661,146364
0000043,古河機械金属,2012/03,10,1,12,11,119181,85085,193971,157566,-868,-1377,1403,-1659,5960,,2752,2154,864,,43866,2155,29686,30807,138097
0000043,古河機械金属,2013/03,10,1,12,11,119181,79024,186076,165539,2278,912,1259,2976,6322,,2342,3363,369,-332,46742,3368,23513,31538,144224
0000043,古河機械金属,2014/03,10,1,12,11,119181,87198,199408,163026,2933,-134,1077,3976,5770,,2413,6886,412,-137,50077,4617,26697,33066,139777
0000043,古河機械金属,2015/03,10,1,12,11,119181,86177,207317,172544,-3754,-5017,912,9793,6145,,2456,8925,535,-921,58408,10375,24757,33865,146657
0000043,古河機械金属,2016/03,10,1,12,11,119181,85314,195650,161799,1466,304,807,5056,6349,,2521,7988,640,-142,61612,4847,24701,33882,136447
0000043,古河機械金属,2017/03,10,1,12,11,119181,87377,208034,149829,2297,1003,669,4254,6708,,2616,6545,2445,-421,63890,13768,26755,33105,126207
0000043,古河機械金属,2018/03,10,1,12,11,119181,88965,222211,167695,1667,512,581,4774,6510,,2690,7820,803,366,66714,18297,31320,41171,142426
0000043,古河機械金属,2019/03,10,1,12,11,119181,88289,215368,174116,2150,484,576,4654,7013,,2757,8915,951,-150,68824,9392,30667,38616,147674
0000043,古河機械金属,2020/03,10,1,12,11,119181,89838,209697,165215,2639,1213,512,4431,7150,,2755,8693,990,-50,71018,4525,30652,38408,138940
0000043,古河機械金属,2021/03,10,1,12,11,119181,89817,218275,159702,2237,65,456,7468,7344,,2752,5592,928,355,76373,15396,28029,37418,137508
0000043,古河機械金属,2022/03,10,1,12,11,119181,90976,229727,199097,2450,-264,427,6477,7665,,2804,7734,878,370,80570,16683,28343,48836,172995
0000043,古河機械金属,2023/03,10,1,12,11,119181,90981,232745,214190,2049,-762,501,6211,7988,,2831,9031,847,-860,83971,18974,35501,46502,185575
0000045,三井金属鉱業,2010/03,10,1,12,11,119181,157007,416541,392364,7289,1190,2810,13899,10076,,9851,27881,407,,121375,-10033,73297,67881,325492
0000045,三井金属鉱業,2011/03,10,1,12,11,119181,147790,411027,446487,7225,1917,2709,21160,10353,,9810,30208,1689,,140817,-14870,81176,70964,376155
0000045,三井金属鉱業,2012/03,10,1,12,11,119181,150996,413106,431058,2956,-1177,2710,11531,10652,,10113,20903,1509,,148840,-17122,80289,73504,369715
0000045,三井金属鉱業,2013/03,10,1,12,11,119181,152027,438072,417219,3660,374,2307,9910,10772,,10154,16557,803,422,154397,-7861,77937,72570,357294
0000045,三井金属鉱業,2014/03,10,1,12,11,119181,156397,503825,441046,5285,-207,2222,3662,11642,,10802,25743,1305,-12298,156280,4591,82582,85315,370404
0000045,三井金属鉱業,2015/03,10,1,12,11,119181,164058,538646,473274,6394,-368,1990,17237,12070,,10804,31835,2582,-10550,170994,25992,92359,92472,395695
0000045,三井金属鉱業,2016/03,10,1,12,11,119181,162931,484800,450553,7685,1631,1799,-20926,12121,,11132,11137,1665,-22372,146469,23067,78034,81009,388546
0000045,三井金属鉱業,2017/03,10,1,12,11,119181,169397,518981,436330,6325,-1607,1497,18674,12301,,11630,38461,2049,-6303,161713,12268,95509,100088,349051
0000045,三井金属鉱業,2018/03,10,1,12,11,119181,183369,518705,519215,7466,-2096,1392,-708,13309,,12276,49529,1824,-38044,157271,10922,100540,113644,417796
0000045,三井金属鉱業,2019/03,10,1,12,11,119181,189857,523315,497701,9984,1191,1605,4691,14057,,12498,18222,1997,-2194,159207,10847,91272,111752,424325
0000045,三井金属鉱業,2020/03,10,1,12,11,119181,189124,537119,473109,4082,-1185,1749,1566,13961,,12197,13037,1643,-1429,157296,7436,83978,121514,403460
0000045,三井金属鉱業,2021/03,10,1,12,11,119181,200037,595016,522936,8521,2909,1670,44733,13572,,11826,51086,3141,-1673,197784,1093,113209,150041,416817
0000045,三井金属鉱業,2022/03,10,1,12,11,119181,197124,637878,633346,11643,1031,1852,52088,16675,,11881,60737,1228,4541,241075,-1383,122225,177474,510782
0000045,三井金属鉱業,2023/03,10,1,12,11,119181,197758,631894,651965,8536,2514,2011,8511,17824,,12115,12528,1560,5726,243360,10010,110958,176250,572628
0000046,東邦亜鉛,2010/03,10,1,12,11,119181,35331,112823,83592,3130,544,416,4654,848,,836,8301,450,,45637,9409,17161,29559,69850
0000046,東邦亜鉛,2011/03,10,1,12,11,119181,45898,141007,103628,4930,1823,682,7545,1143,,1046,8497,293,,52232,7864,16746,27865,87620
0000046,東邦亜鉛,2012/03,10,1,12,11,119181,51860,149803,105914,2009,1214,486,1005,1394,,1130,2802,228,,52287,8594,15997,31533,95428
0000046,東邦亜鉛,2013/03,10,1,12,11,119181,54322,145814,103654,2588,-153,514,-5156,1477,,1196,534,100,,46179,10413,14667,31294,94465
0000046,東邦亜鉛,2014/03,10,1,12,11,119181,52004,145014,118619,2832,255,443,1670,1637,,1171,5749,123,,47171,12603,13597,34863,103358
0000046,東邦亜鉛,2015/03,10,1,12,11,119181,50052,151970,121093,3119,362,542,2743,1507,,1180,6895,112,,49709,14832,15953,43067,103336
0000046,東邦亜鉛,2016/03,10,1,12,11,119181,44110,122160,114144,1339,56,582,-16221,1566,,1188,1397,89,,32537,11650,13807,36204,102136
0000046,東邦亜鉛,2017/03,10,1,12,11,119181,41598,129700,113952,3232,66,522,8814,1354,,1089,12766,77,,40671,11308,20470,38071,92883
0000046,東邦亜鉛,2018/03,10,1,12,11,119181,40949,137259,133625,2205,196,452,10373,1512,,1210,13102,188,,49688,12691,20116,41926,111840
0000046,東邦亜鉛,2019/03,10,1,12,11,119181,38945,130231,117551,-1261,-1391,395,-2550,1647,,1278,531,108,,45440,10060,16318,42367,107902
0000046,東邦亜鉛,2020/03,10,1,12,11,119181,39038,117333,97445,464,279,449,-18364,1898,,1105,-14217,114,-44,26125,10183,10886,35004,103073
0000046,東邦亜鉛,2021/03,10,1,12,11,119181,35978,113635,103469,1549,838,558,5508,1477,,1062,5894,97,1,32022,9441,15473,33099,90030
0000046,東邦亜鉛,2022/03,10,1,12,11,119181,35271,145796,124279,1403,152,487,7922,1466,,1051,10509,92,-62,39264,6700,18754,52077,106107
0000046,東邦亜鉛,2023/03,10,1,12,11,119181,36068,142999,145764,440,-351,671,794,1581,,1057,4049,230,-304,39040,11479,17066,47456,133407
0000047,三菱マテリアル,2010/03,10,1,12,11,119181,726315,1826420,1119448,36446,27775,13312,-66555,35570,5958,21641,12680,23078,,324283,16784,214118,239054,982082
0000047,三菱マテリアル,2011/03,10,1,12,11,119181,687602,1837405,1333992,14523,1849,12848,14274,39193,6187,21762,57290,35060,,340493,3739,221480,261830,1141094
0000047,三菱マテリアル,2012/03,10,1,12,11,119181,662834,1751870,1440847,12493,-1714,11507,9565,40574,6127,22015,52293,29135,,348471,2611,223977,257617,1249744
0000047,三菱マテリアル,2013/03,10,1,12,11,119181,658974,1811767,1287251,10790,-5690,10453,36948,40848,6036,22181,52500,29996,5193,368495,36735,211748,282352,1094588
0000047,三菱マテリアル,2014/03,10,1,12,11,119181,650571,1778505,1414796,26465,9956,9686,52551,36361,6219,23112,66281,19880,4377,417302,39447,219016,284951,1220333
0000047,三菱マテリアル,2015/03,10,1,12,11,119181,655034,1898157,1517265,14074,-5574,8233,56147,38121,6180,23413,71871,15900,6557,462723,88039,230874,296732,1313259
0000047,三菱マテリアル,2016/03,10,1,12,11,119181,670237,1793375,1417895,15144,-2760,6694,61316,41691,6280,24636,70420,9608,2188,512797,42430,233093,258651,1204322
0000047,三菱マテリアル,2017/03,10,1,12,11,119181,666226,1896939,1304068,24011,-583,4922,28352,39958,6220,24859,59761,15279,1,543390,77891,213343,288278,1104402
0000047,三菱マテリアル,2018/03,10,1,12,11,119181,645559,2011067,1599533,23639,4698,5058,34595,42588,6341,26959,72819,20259,-1336,571222,111249,260427,366090,1379877
0000047,三菱マテリアル,2019/03,10,1,12,11,119181,687415,1938270,1662990,28738,12550,4855,1298,44057,6570,28426,36861,20831,3594,562659,70922,248220,335570,1469911
0000047,三菱マテリアル,2020/03,10,1,12,11,119181,659298,1904050,1516100,28810,10561,4858,-72850,43731,6576,28601,37952,19705,3521,484416,22364,217259,352225,1325438
0000047,三菱マテリアル,2021/03,10,1,12,11,119181,665402,2035546,1485121,12564,-1379,4416,24407,43374,6303,27162,26567,18428,4692,490843,54390,220521,379874,1312771
0000047,三菱マテリアル,2022/03,10,1,12,11,119181,629199,2125032,1811759,24001,1850,5498,45015,44500,5909,23711,52708,25876,5078,524837,59979,249845,454595,1602958
0000047,三菱マテリアル,2023/03,10,1,12,11,119181,426214,1891795,1625933,-10805,-20965,6014,20330,38789,5320,18576,50076,10950,-21924,537345,55978,188498,377674,1449162
0000049,住友金属鉱山,2010/03,10,1,12,11,119181,258004,981458,725827,23167,6127,2988,53952,9405,,9309,66265,2334,,612567,-25991,101003,149575,619871
0000049,住友金属鉱山,2011/03,10,1,12,11,119181,265089,1052353,864077,30658,987,2484,83962,10119,,9189,96038,2741,,682495,-52379,104324,170246,725267
0000049,住友金属鉱山,2012/03,10,1,12,11,119181,291222,1146759,847897,19482,4391,3410,65286,10748,,8658,88577,4073,,730036,-70316,99499,151068,715476
0000049,住友金属鉱山,2013/03,10,1,12,11,119181,342067,1351153,808540,28905,1658,3301,86640,11082,,8370,95785,3157,17100,792051,-22801,92127,142962,667890
0000049,住友金属鉱山,2014/03,10,1,12,11,119181,415773,1572367,830546,23623,-950,3562,80258,12029,,8628,75418,7092,29770,852150,61021,90367,155886,705724
0000049,住友金属鉱山,2015/03,10,1,12,11,119181,469373,1740246,921334,45349,-1058,3968,91113,11774,,8766,125779,10218,23943,916575,134649,116218,201423,747077
0000049,住友金属鉱山,2016/03,10,1,12,11,119181,453534,1630800,855407,20356,3379,4873,-309,12723,,8734,59720,13800,-73223,891368,91590,98904,161974,741545
0000049,住友金属鉱山,2017/03,10,1,12,11,119181,483456,1685018,786146,23046,-3641,5042,-18540,12076,,7384,76390,15588,-85972,864941,96749,103886,218535,663850
0000049,住友金属鉱山,2018/03,10,3,12,11,119181,461888,1732333,929746,13384,-606,8300,90227,,,7074,,17029,12338,,38415,155964,278112,780731
0000049,住友金属鉱山,2019/03,10,3,12,11,119181,458802,1797701,912208,22130,12094,6887,66790,,,6776,,18122,-4901,,25756,151598,288918,785571
0000049,住友金属鉱山,2020/03,10,3,12,11,119181,463405,1719690,851946,18283,4180,6505,60600,,,6873,,12719,6178,,-94,123393,249884,742475
0000049,住友金属鉱山,2021/03,10,3,12,11,119181,457662,1885999,926122,24670,-1788,3757,94604,,,7072,,12207,8719,,25148,153645,323229,775246
0000049,住友金属鉱山,2022/03,10,3,12,11,119181,507822,2268756,1259091,58903,9087,2779,281037,,,7202,,11802,57537,,124304,187310,420136,1001297
0000049,住友金属鉱山,2023/03,10,3,12,11,119181,629451,2707899,1422989,59469,13911,6538,160585,,,7330,,8796,36536,,220383,189199,555941,1172883
0000050,ＤＯＷＡホールディングス,2010/03,10,1,12,11,119181,105597,330720,307462,4338,1944,2815,4359,6926,703,4325,13701,715,,99830,6173,50954,56730,268738
0000050,ＤＯＷＡホールディングス,2011/03,10,1,12,11,119181,104101,340161,379816,7318,3349,2242,8521,7307,715,4511,22924,738,,105188,1654,55484,79791,330380
0000050,ＤＯＷＡホールディングス,2012/03,10,1,12,11,119181,100775,319665,392468,7431,3887,1968,10610,7545,710,4703,22009,670,,112850,957,59394,72779,343015
0000050,ＤＯＷＡホールディングス,2013/03,10,1,12,11,119181,103647,349787,419390,8210,795,1697,15213,8048,674,5499,24564,579,3125,125291,8302,71829,80282,365963
0000050,ＤＯＷＡホールディングス,2014/03,10,1,12,11,119181,103890,358717,443985,9544,-1757,1517,23310,8484,721,5679,31794,699,2672,144910,13343,71838,77773,382079
0000050,ＤＯＷＡホールディングス,2015/03,10,1,12,11,119181,107675,379193,464219,15113,485,1165,26543,9220,809,5941,39094,816,1973,165731,21390,73126,81597,391509
0000050,ＤＯＷＡホールディングス,2016/03,10,1,12,11,119181,110607,364420,406598,10099,344,922,21826,9293,808,6076,35067,949,75,182211,12709,62202,69277,337314
0000050,ＤＯＷＡホールディングス,2017/03,10,1,12,11,119181,118553,404604,410503,10260,-207,808,26169,9280,826,6225,33990,847,2029,202894,16408,80169,81799,341177
