日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,上場場部：コード,日経業種：コード,有形固定資産,資産合計,売上高・営業収益［累計］,法人税等［累計］,法人税等調整額／繰延税金費用［累計］,支払利息・割引料［累計］,親会社株主に帰属する当期純利益（連結）／当期利益（単独）［累計］,【販管費】人件費・福利厚生費［累計］,【販管費】賃借料［累計］,期末従業員数,営業利益［累計］,受取利息・配当金［累計］,持分法を適用した場合の投資損益［累計］,株主資本,評価・換算差額等／累積その他の包括利益,受取手形・売掛金及び契約資産／売掛金及びその他の短期債権,棚卸資産,売上原価・営業原価［累計］
0030828,ワイズテーブルコーポレーション,2015/02,10,1,12,12,271704,2170,5125,14306,137,82,41,42,511,,723,164,,,1255,-191,639,254,12089
0030828,ワイズテーブルコーポレーション,2016/02,10,1,12,12,271704,2152,5129,15011,-56,-109,31,114,585,,721,195,,,1368,-159,779,234,12547
0030828,ワイズテーブルコーポレーション,2017/02,10,1,12,12,271704,2013,5697,14911,52,-71,25,199,604,,682,300,,,1568,-142,621,217,12219
0030828,ワイズテーブルコーポレーション,2018/02,10,1,12,12,271704,1696,5141,13972,125,54,20,-458,643,,669,-93,,,1109,-64,589,188,11573
0030828,ワイズテーブルコーポレーション,2019/02,10,1,12,12,271704,1756,4571,13773,192,158,17,-666,675,,665,-126,,-1,445,,589,193,11348
0030828,ワイズテーブルコーポレーション,2020/02,10,1,12,12,271704,1608,4815,13732,134,44,14,48,603,,630,131,4,-40,493,,608,171,11165
0030828,ワイズテーブルコーポレーション,2021/02,10,1,12,12,271704,1302,4365,8288,-34,,18,-1502,498,,591,-1905,8,-8,-1008,,379,114,8284
0030828,ワイズテーブルコーポレーション,2022/02,10,1,12,12,271704,1079,4905,8148,-84,-88,28,314,435,,575,-1446,8,6,-94,,376,118,7872
0030828,ワイズテーブルコーポレーション,2023/02,10,1,12,12,271704,849,5020,9780,-36,-42,28,-72,427,,531,-378,8,57,303,,546,136,8252
0030830,ＪＫホールディングス,2010/03,10,1,12,11,243427,45823,146417,255553,661,18,1322,212,9251,718,1807,1935,353,,17680,-329,66318,9033,233234
0030830,ＪＫホールディングス,2011/03,10,1,12,11,243427,44409,156983,280070,457,33,1329,1679,9944,672,1775,3164,345,,19368,-404,73981,10389,255494
0030830,ＪＫホールディングス,2012/03,10,1,12,11,243427,45025,171882,290984,1492,125,1330,2032,10265,583,1785,4545,360,,21404,-81,80387,10498,264333
0030830,ＪＫホールディングス,2013/03,10,1,12,11,243427,45400,180614,300015,1823,19,1261,2039,10920,598,2021,4564,360,90,22989,208,84183,12015,272224
0030830,ＪＫホールディングス,2014/03,10,1,12,11,243427,47473,191417,352095,2212,-66,1378,3348,12515,745,2257,6072,422,131,27451,427,93072,16795,319795
0030830,ＪＫホールディングス,2015/03,10,1,12,11,243427,48672,182803,331301,1224,340,1282,3261,12986,835,2398,4333,409,116,30303,793,82400,18791,300154
0030830,ＪＫホールディングス,2016/03,10,1,12,11,243427,49062,182931,330280,1515,-96,1231,2343,13316,841,2479,4088,402,170,32246,381,83213,19279,298827
0030830,ＪＫホールディングス,2017/03,10,1,12,11,243427,51907,190279,339918,1674,-14,1175,2790,14116,816,2542,4593,404,257,34148,1458,83067,17548,306156
0030830,ＪＫホールディングス,2018/03,10,1,12,11,243427,53109,204914,346137,1953,82,1143,2877,14984,767,2701,5003,506,166,36531,2056,86715,19173,311019
0030830,ＪＫホールディングス,2019/03,10,1,12,11,243427,59169,215152,358935,2011,-167,1142,2121,15880,776,2896,4976,438,78,38221,1331,86498,22725,322339
0030830,ＪＫホールディングス,2020/03,10,1,12,11,243427,60563,208602,368479,1813,-213,1165,2780,16766,862,3103,5111,404,96,40077,646,79924,23137,330608
0030830,ＪＫホールディングス,2021/03,10,1,12,11,243427,60708,206288,343254,2091,112,1100,2949,16722,843,3201,5430,416,122,42084,1647,76982,19707,305917
0030830,ＪＫホールディングス,2022/03,10,1,12,11,243427,60075,224932,376120,3901,-170,351,8907,18595,905,3011,12475,439,127,50356,1310,89735,22374,328678
0030830,ＪＫホールディングス,2023/03,10,1,12,11,243427,59303,225408,407022,4161,-422,363,6686,20449,972,3114,9723,461,65,54453,1583,88366,21746,359207
0030832,トーセイ,2010/11,10,1,12,11,253522,14398,62682,26449,322,288,939,421,1479,,206,1726,12,,24454,,415,37565,22056
0030832,トーセイ,2011/11,10,1,12,11,253522,14599,59967,24759,785,719,885,751,1687,,220,2389,5,,24978,-2,399,33819,19290
0030832,トーセイ,2012/11,10,3,12,11,253522,3331,65363,24195,753,644,642,1465,2048,,220,2856,4,,,-3,1884,37417,18081
0030832,トーセイ,2013/11,10,3,12,11,253522,3304,71283,35070,1215,245,695,2006,2181,,227,3914,3,,,1,902,38040,26392
0030832,トーセイ,2014/11,10,3,12,11,253522,3293,80858,49981,1789,-6,900,2874,2344,,263,5560,3,,,154,2049,41565,40018
0030832,トーセイ,2015/11,10,3,12,11,253522,3315,93196,43006,1904,-234,874,4135,2715,,301,6891,22,,,105,2914,46156,31091
0030832,トーセイ,2016/11,10,3,12,11,253522,3595,121276,49818,2902,86,892,5547,3440,,368,9279,63,,,49,3531,67298,33468
0030832,トーセイ,2017/11,10,3,12,11,253522,5305,122550,57754,2894,33,861,6155,3666,,386,9833,76,,,64,2148,59718,40937
0030832,トーセイ,2018/11,10,3,12,11,253522,8785,138768,61543,3318,-429,790,6852,4013,,431,10875,85,,,79,3090,62457,42820
0030832,トーセイ,2019/11,10,3,12,11,253522,8671,161894,60727,3643,516,755,8447,4313,,457,12690,154,,,312,3747,73573,39886
0030832,トーセイ,2020/11,10,3,12,11,253522,23495,161684,63939,2298,79,794,3602,4486,,509,6427,267,,,-224,3192,65416,49140
0030832,トーセイ,2021/11,10,3,12,11,253522,23860,195010,61726,3578,13,912,6721,5053,,638,10965,249,,,204,4139,85210,41024
0030832,トーセイ,2022/11,10,3,12,11,253522,22963,210955,70953,4146,-273,1138,8607,6386,,663,13514,376,,,393,10038,95303,45686
0030833,日本ケアサプライ,2010/03,10,1,12,12,271704,3193,11814,8371,561,8,,597,1120,,548,1082,19,,9579,,1079,40,4267
0030833,日本ケアサプライ,2011/03,10,1,12,12,271704,3472,12021,8632,532,12,,576,1165,,577,1130,8,,9766,,1083,36,4568
0030833,日本ケアサプライ,2012/03,10,1,12,12,271704,4005,11947,8952,556,63,,552,1160,,550,1026,7,,9124,,1172,33,5088
0030833,日本ケアサプライ,2013/03,10,1,12,12,271704,5455,12794,9658,527,-50,,689,1231,,565,1144,7,2,9473,,1271,45,5452
0030833,日本ケアサプライ,2014/03,10,1,12,12,271704,6849,12613,10883,568,-4,,676,1374,,558,1232,6,3,9807,-6,1469,44,6442
0030833,日本ケアサプライ,2015/03,10,1,12,12,271704,8614,13057,12131,438,11,,505,1546,,672,962,5,-1,9954,-5,1610,39,7546
0030833,日本ケアサプライ,2016/03,10,1,12,12,271704,9184,15231,13707,537,-54,2,776,1737,,691,1247,4,3,10469,-19,1793,32,8616
0030833,日本ケアサプライ,2017/03,10,1,12,12,271704,9073,16254,15020,541,-41,4,1089,1804,,759,1624,3,3,11170,91,1984,29,9301
0030833,日本ケアサプライ,2018/03,10,1,12,12,271704,9196,18566,16331,671,-60,4,1426,1924,,815,1876,4,4,12053,243,2194,41,10147
0030833,日本ケアサプライ,2019/03,10,1,12,12,271704,9092,19198,17379,662,-62,4,1424,2104,,872,2078,1,4,12762,75,2314,41,10530
0030833,日本ケアサプライ,2020/03,10,1,12,12,271704,9719,18032,19097,650,-66,1,1494,2371,,968,2155,,4,13542,26,2554,65,11600
0030833,日本ケアサプライ,2021/03,10,1,12,12,271704,10603,20224,21017,785,-101,,1732,2550,,1035,2613,,8,14560,38,3139,77,12758
0030833,日本ケアサプライ,2022/03,10,1,12,12,271704,12549,21319,23297,702,-86,,1675,2957,,1163,2327,,22,15480,18,3441,88,14478
0030833,日本ケアサプライ,2023/03,10,1,12,12,271704,15074,23171,25892,613,-93,,1514,3268,,1254,2117,,11,16062,10,3877,130,16418
0030843,日本コークス工業,2010/03,10,1,12,11,111102,75294,118281,94921,-1303,-1451,1536,4818,1330,,1211,5941,153,,31947,-63,7494,16160,83161
0030843,日本コークス工業,2011/03,10,1,12,11,111102,80026,137000,125322,1949,557,1338,12082,1328,,1169,12630,231,,38723,-10,11764,23039,106106
0030843,日本コークス工業,2012/03,10,1,12,11,111102,80349,126681,125971,2397,1916,1098,4703,1323,,1098,8517,436,,38272,-149,9228,20976,110966
0030843,日本コークス工業,2013/03,10,1,12,11,111102,75990,118045,112553,1519,1027,975,3031,1130,,1073,6437,307,,40387,-29,10407,17336,100030
0030843,日本コークス工業,2014/03,10,1,12,11,111102,73564,115263,108955,1908,222,702,3030,1024,,1101,7238,192,,42511,-358,11209,16822,95803
0030843,日本コークス工業,2015/03,10,1,12,11,111102,77695,119851,101797,2178,601,587,2489,1042,,1101,6639,747,,44111,-211,12434,17267,89175
0030843,日本コークス工業,2016/03,10,1,12,11,111102,73350,113804,92503,1288,971,504,-1681,1041,,1062,2297,144,,41524,-174,8873,14968,84465
0030843,日本コークス工業,2017/03,10,1,12,11,111102,69703,115758,89051,-120,-585,507,1907,1014,,1020,2646,97,,42828,936,10120,22233,80918
0030843,日本コークス工業,2018/03,10,1,12,11,111102,67517,115702,110155,985,386,457,4818,956,,1002,3496,92,,46393,3,12855,22240,101086
0030843,日本コークス工業,2019/03,10,1,12,11,111102,65487,122233,121246,1576,223,395,3197,1010,,1019,6660,30,,48251,-34,13936,25511,108850
0030843,日本コークス工業,2020/03,10,1,12,11,111102,65367,106304,107408,184,-146,362,28,1043,,1032,1607,27,,47413,-224,10627,19610,100011
0030843,日本コークス工業,2021/03,10,1,12,11,111102,64911,102151,87883,1630,135,280,3968,1040,,1041,6999,14,,51090,15,9598,16214,75126
0030843,日本コークス工業,2022/03,10,1,12,11,111102,61507,128767,124711,3264,-237,217,7380,1165,,1034,12253,27,,57306,37,19706,35258,104636
0030843,日本コークス工業,2023/03,10,1,12,11,111102,63967,140202,174062,-360,-711,339,-1075,1180,,1046,-397,,,54193,83,14856,46668,167861
0030851,フランスベッドホールディングス,2010/03,10,1,12,11,133325,16379,59602,49792,365,267,174,263,9891,,1630,720,65,,37481,-29,9156,8674,27772
0030851,フランスベッドホールディングス,2011/03,10,1,12,11,133325,16451,60739,48311,271,155,158,235,9802,,1577,594,41,,37146,-188,9398,7543,27035
0030851,フランスベッドホールディングス,2012/03,10,1,12,11,133325,16134,59651,49776,910,777,136,471,9557,,1529,1625,45,,36039,-31,11059,7511,27652
0030851,フランスベッドホールディングス,2013/03,10,1,12,11,133325,15705,61021,50815,764,-164,120,1130,9717,,1530,2043,44,,36089,118,11083,7724,27854
0030851,フランスベッドホールディングス,2014/03,10,1,12,11,133325,16244,59443,54891,1180,547,119,1397,10012,,1515,2799,37,,35638,-115,12350,7659,30151
0030851,フランスベッドホールディングス,2015/03,10,1,12,11,133325,16284,59409,51907,986,499,115,904,9859,,1508,1723,35,,34871,2415,10932,8079,27891
0030851,フランスベッドホールディングス,2016/03,10,1,12,11,133325,16557,59666,52644,1062,373,111,1402,9935,,1510,2596,44,,33442,2988,10517,7949,27738
0030851,フランスベッドホールディングス,2017/03,10,1,12,11,133325,16169,62454,52126,915,396,114,1931,9955,,1523,2326,41,5,33725,4352,10514,7120,27044
0030851,フランスベッドホールディングス,2018/03,10,1,12,11,133325,16112,65140,52410,984,-737,101,1806,10005,,1521,2606,22,6,34628,6255,10783,7516,26975
0030851,フランスベッドホールディングス,2019/03,10,1,12,11,133325,16960,63256,51764,1575,-1856,90,2599,10178,,1542,2363,21,4,35262,2945,10050,7632,26271
0030851,フランスベッドホールディングス,2020/03,10,1,12,11,133325,17618,59798,52430,841,572,93,1520,10200,,1554,2492,26,4,35168,2312,9610,8221,26512
0030851,フランスベッドホールディングス,2021/03,10,1,12,11,133325,19633,62217,52430,1212,-73,93,2295,10515,,1631,3246,20,3,35255,2157,10039,7787,25392
0030851,フランスベッドホールディングス,2022/03,10,1,12,11,133325,22016,64298,54398,1326,280,74,2557,11058,,1768,3918,15,-1,35677,1862,10180,8401,25398
0030851,フランスベッドホールディングス,2023/03,10,1,12,11,133325,21069,64679,58578,1664,72,91,2702,11885,,1785,4481,18,4,36766,1358,10507,8381,27384
0030853,ファルテック,2010/03,10,0,12,12,127262,17711,37693,42795,15,-25,314,-2276,1939,247,1171,542,58,,3667,1589,8803,2400,37315
0030853,ファルテック,2011/03,10,1,12,12,127262,18854,44511,70218,-1490,-1997,325,2245,3580,,2004,1797,9,,5866,1444,11633,4455,59033
0030853,ファルテック,2012/03,10,1,12,12,127262,17804,49573,75555,1450,268,268,1344,3740,,2140,3589,17,,6133,1808,15966,4264,62663
0030853,ファルテック,2013/03,10,1,12,12,127262,19344,47972,72016,928,77,236,2092,3407,,2426,3170,32,24,9789,2489,13958,4619,59857
0030853,ファルテック,2014/03,10,1,12,12,127262,21787,53008,77390,1395,23,273,1954,3535,,2297,3227,59,60,11346,2717,16056,5101,65143
0030853,ファルテック,2015/03,10,1,12,12,127262,24100,60337,79715,868,-126,249,2237,3767,,2568,3014,51,27,12681,3755,18510,6418,66861
0030853,ファルテック,2016/03,10,1,12,12,127262,24210,59392,84148,1376,218,293,1056,3826,,2643,3288,57,61,13416,3901,17892,6190,70340
0030853,ファルテック,2017/03,10,1,12,12,127262,23404,59860,83575,433,-180,198,435,3775,,2622,1590,102,96,13465,3213,18052,5737,71506
0030853,ファルテック,2018/03,10,1,12,12,127262,25637,70480,87535,1149,371,164,831,3633,,2530,1759,49,49,13942,3022,18752,6448,75787
0030853,ファルテック,2019/03,10,1,12,12,127262,28814,71297,90701,936,147,205,1038,3611,,2504,2058,42,39,14568,2320,19926,6928,78358
0030853,ファルテック,2020/03,10,1,12,12,127262,28602,69826,85312,1378,411,175,1794,3563,,2313,2159,40,35,16063,1951,17013,7087,73097
0030853,ファルテック,2021/03,10,1,12,12,127262,27557,69463,69799,1139,405,135,1363,3434,,2219,1960,47,18,17155,1860,17409,7027,58750
0030853,ファルテック,2022/03,10,1,12,12,127262,27018,66789,69122,1128,343,107,-623,3469,,2205,1427,59,-47,16260,3119,16012,8401,58413
0030853,ファルテック,2023/03,10,1,12,12,127262,26293,69384,74102,906,8,122,-2310,3552,,2115,-251,99,-102,13678,3112,16720,9522,64511
0030855,ジーエス・ユアサ　コーポレーシ,2010/03,10,1,12,11,123227,72187,236804,247224,2843,229,1803,6487,16826,1305,12235,11521,337,,102249,-600,54483,35729,187537
0030855,ジーエス・ユアサ　コーポレーシ,2011/03,10,1,12,11,123227,80397,247446,272514,3002,-2668,1530,11722,18201,1406,12394,17589,458,,111680,-3319,54730,37961,206888
0030855,ジーエス・ユアサ　コーポレーシ,2012/03,10,1,12,11,123227,101502,278426,285434,6205,966,1599,11733,18187,1378,12265,16030,403,,120105,-4978,59747,40443,219994
0030855,ジーエス・ユアサ　コーポレーシ,2013/03,10,1,12,11,123227,115037,290368,274509,8139,2579,1680,5767,18108,1167,12599,9775,404,2843,122559,2792,62239,42948,214159
0030855,ジーエス・ユアサ　コーポレーシ,2014/03,10,1,12,11,123227,129177,340462,347995,11148,1915,1421,9982,19867,1224,13609,18197,558,1956,130063,9390,76475,56408,272567
0030855,ジーエス・ユアサ　コーポレーシ,2015/03,10,1,12,11,123227,124665,359522,369760,9266,3212,1384,10043,20773,1216,14506,20914,641,2053,134058,27328,79348,59913,289433
0030855,ジーエス・ユアサ　コーポレーシ,2016/03,10,1,12,11,123227,117085,346523,365610,6527,743,1314,9030,21943,1284,14415,21909,736,1758,139363,14360,72858,61130,280871
0030855,ジーエス・ユアサ　コーポレーシ,2017/03,10,1,12,11,123227,124278,370508,359605,6551,349,1134,12229,21497,1319,14710,23106,688,370,147456,14266,71941,62838,270992
0030855,ジーエス・ユアサ　コーポレーシ,2018/03,10,1,12,11,123227,122846,389216,410951,5421,-618,1040,11449,22748,1333,14585,21920,762,-519,153770,22005,79919,69742,317890
0030855,ジーエス・ユアサ　コーポレーシ,2019/03,10,1,12,11,123227,124202,384243,413089,8127,1989,805,13524,23401,1456,14217,22654,705,2743,163684,14635,74393,67826,318097
0030855,ジーエス・ユアサ　コーポレーシ,2020/03,10,1,12,11,123227,127852,385416,395553,6604,-327,942,13674,23340,961,13542,21676,792,2209,171823,4513,75637,64291,302639
0030855,ジーエス・ユアサ　コーポレーシ,2021/03,10,1,12,11,123227,134530,431913,386511,10056,2107,937,11455,23949,967,13305,24810,626,2471,179537,22708,79308,67867,289944
0030855,ジーエス・ユアサ　コーポレーシ,2022/03,10,1,12,11,123227,143007,480763,432133,6650,1066,951,8468,25676,974,13571,22664,681,2590,181623,33609,92561,93050,335359
0030855,ジーエス・ユアサ　コーポレーシ,2023/03,10,1,12,11,123227,165043,540906,517735,8599,1027,3295,13925,28440,1072,14317,31500,1024,-2832,189404,41272,104446,110069,404506
0030857,ゴルフダイジェスト・オンライン,2010/12,10,1,12,11,245444,463,6416,13165,234,51,19,176,1727,572,260,404,6,,2680,28,1501,1392,7717
0030857,ゴルフダイジェスト・オンライン,2011/12,10,1,12,11,245444,352,7724,12094,-242,-254,29,-563,1884,504,278,-524,6,,1927,88,1321,1573,7118
0030857,ゴルフダイジェスト・オンライン,2012/12,10,1,12,11,245444,279,6976,12884,4,-6,27,-65,1846,425,274,-159,6,,1861,,1443,1493,7453
0030857,ゴルフダイジェスト・オンライン,2013/12,10,0,12,11,245444,257,6706,14039,78,53,20,51,1823,359,280,292,3,,1959,,1613,1738,8074
0030857,ゴルフダイジェスト・オンライン,2014/12,10,1,12,11,245444,285,6936,16030,241,146,14,180,1637,,289,443,4,,2102,2,1910,1909,9527
0030857,ゴルフダイジェスト・オンライン,2015/12,10,1,12,11,245444,247,9174,18046,338,76,7,430,1789,,298,828,1,,4882,-2,1944,2043,10674
0030857,ゴルフダイジェスト・オンライン,2016/12,10,1,12,11,245444,669,8712,19309,398,,1,611,1948,,336,1073,1,,5404,10,1715,2506,11296
0030857,ゴルフダイジェスト・オンライン,2017/12,10,1,12,11,245444,694,10805,21574,420,20,1,707,2062,,366,1214,3,,6011,6,2072,3345,12724
0030857,ゴルフダイジェスト・オンライン,2018/12,10,1,12,11,245444,2237,18236,26739,384,-26,13,380,2317,863,825,804,25,,6206,,2490,4377,16264
0030857,ゴルフダイジェスト・オンライン,2019/12,10,1,12,11,245444,2646,19564,34274,427,-38,26,358,2949,1533,904,979,,,6349,-33,2638,4845,20617
0030857,ゴルフダイジェスト・オンライン,2020/12,10,1,12,11,245444,2882,17994,33690,568,-84,27,261,3073,1619,928,838,,,6510,-153,2640,3059,20614
0030857,ゴルフダイジェスト・オンライン,2021/12,10,1,12,11,245444,3814,21851,39594,495,-50,13,1035,3664,1867,1123,1706,,,7372,31,2689,3293,22569
0030857,ゴルフダイジェスト・オンライン,2022/12,10,1,12,11,245444,13712,43524,46090,226,-1,160,339,3929,,1260,1189,,,1226,347,3063,6424,30091
0030869,ＭＣＪ,2010/03,10,1,12,12,123224,2338,37113,83478,430,-126,142,634,3924,1405,943,1393,83,,14228,-242,8611,8721,69363
0030869,ＭＣＪ,2011/03,10,1,12,12,123224,2206,36973,81703,1131,294,114,1501,4035,1360,935,2788,69,,15802,-813,7665,9529,66568
0030869,ＭＣＪ,2012/03,10,1,12,12,123224,2773,36916,80238,723,-200,88,1741,3948,1332,923,2373,60,,17392,-903,9759,9746,65339
0030869,ＭＣＪ,2013/03,10,1,12,12,123224,3182,42251,85866,587,93,72,1054,4349,1584,1017,1808,61,,18022,-376,10643,12765,70893
0030869,ＭＣＪ,2014/03,10,1,12,12,123224,4594,49490,104003,1150,62,98,1812,4562,1579,1074,4061,77,,19672,1172,13205,13008,85017
0030869,ＭＣＪ,2015/03,10,1,12,12,123224,5761,53431,102889,1604,252,99,2627,5227,1718,1142,5068,57,,21718,1417,10780,14952,81651
0030869,ＭＣＪ,2016/03,10,1,12,12,123224,4654,50681,103288,1489,-1,82,3087,5088,1656,1095,5167,51,,24124,331,10889,15609,81798
0030869,ＭＣＪ,2017/03,10,1,12,12,123224,4501,55963,108727,2060,-79,51,5030,5181,,1148,7463,37,,28522,-311,12634,19222,83761
0030869,ＭＣＪ,2018/03,10,1,12,12,123224,3824,64512,124544,2773,-177,81,5811,5135,,2020,8504,85,,33080,1061,14622,19877,97018
0030869,ＭＣＪ,2019/03,10,1,12,12,123224,4348,73035,137264,2898,-41,77,6655,5701,,2040,9688,68,,38456,33,16943,22355,105744
0030869,ＭＣＪ,2020/03,10,1,12,12,123224,5418,77248,153734,4269,-317,111,7527,5987,,2053,13706,46,,43988,-667,16017,24698,115480
0030869,ＭＣＪ,2021/03,10,1,12,12,123224,5585,87356,174173,5333,-106,74,10005,6251,,2157,15758,82,,51689,-170,16968,26061,132304
0030869,ＭＣＪ,2022/03,10,1,12,12,123224,5433,95223,191247,4203,85,62,9283,6671,,2169,13435,56,,57898,474,20698,36404,151037
0030869,ＭＣＪ,2023/03,10,1,12,12,123224,7449,102195,191076,4139,356,83,9603,7074,,2280,14318,113,,64524,2696,19981,26060,148728
0030870,クラウディアホールディングス,2010/08,10,1,12,12,103026,6501,15394,13519,730,-53,54,839,2453,687,936,1549,3,,6475,-106,1330,763,4609
0030870,クラウディアホールディングス,2011/08,10,1,12,12,103026,6470,13296,13781,465,-92,50,360,2578,752,966,1394,11,,6388,-178,1103,766,4411
0030870,クラウディアホールディングス,2012/08,10,1,12,12,103026,7225,14105,14704,797,228,39,909,2744,856,986,1084,9,,7047,-175,1221,788,5004
0030870,クラウディアホールディングス,2013/08,10,1,12,12,103026,7889,14922,14679,313,28,31,416,2815,889,996,742,5,,7280,100,1282,859,5297
0030870,クラウディアホールディングス,2014/08,10,1,12,12,103026,7883,14661,13926,349,45,30,195,2779,884,977,526,3,,7292,128,1011,728,5111
0030870,クラウディアホールディングス,2015/08,10,1,12,12,103026,7822,15034,12381,231,142,27,31,2561,929,954,20,4,,6878,338,943,663,4513
0030870,クラウディアホールディングス,2016/08,10,1,12,12,103026,5673,12260,13020,257,-12,22,-1652,2790,1147,940,311,12,,5139,208,893,589,4347
0030870,クラウディアホールディングス,2017/08,10,1,12,12,103026,5486,12663,12514,-314,-427,15,633,2877,1090,929,299,11,,5616,245,912,605,3900
0030870,クラウディアホールディングス,2018/08,10,1,12,12,103026,5159,12107,12251,91,-79,15,10,2986,1081,903,196,12,,5488,236,983,574,3555
0030870,クラウディアホールディングス,2019/08,10,1,12,12,103026,5552,12518,12359,327,124,14,61,3245,1034,974,308,10,,5434,222,1134,520,3094
0030870,クラウディアホールディングス,2020/08,10,1,12,12,103026,5451,14610,8272,278,249,20,-2367,3011,1030,969,-2311,10,,2933,221,524,560,2203
0030870,クラウディアホールディングス,2021/08,10,1,12,12,103026,4523,13785,7015,240,214,45,-810,2772,1056,820,-1732,10,,2137,231,519,457,1574
0030870,クラウディアホールディングス,2022/08,10,1,12,12,103026,4535,13577,9507,-81,-103,52,824,2988,1071,830,104,9,,2906,230,621,427,1816
0030879,湖池屋,2010/06,10,1,12,12,101006,7124,17420,35172,903,170,,1040,1590,,437,1681,13,,9403,-36,4926,622,20057
0030879,湖池屋,2011/06,10,1,12,12,101006,7710,17668,33547,186,33,,321,1575,,432,519,2,,9507,-24,5213,922,20245
0030879,湖池屋,2012/06,10,1,12,12,101006,6738,19619,30608,-23,-62,,-295,1492,,429,-340,1,,10391,-20,5583,1422,19000
0030879,湖池屋,2013/06,10,1,12,12,101006,6204,18666,29128,-17,-54,1,-106,1475,,431,-198,11,,10074,44,5212,1075,18190
0030879,湖池屋,2014/06,10,1,12,12,101006,5885,17897,30869,184,96,3,169,1405,,416,340,10,,10031,14,4540,871,19193
0030879,湖池屋,2015/06,10,1,12,12,101006,5653,19985,31165,196,49,2,163,1417,,428,255,12,-16,12253,-46,4748,1033,19489
0030879,湖池屋,2016/06,10,1,12,12,101006,5868,20228,32443,197,98,2,263,1454,,434,445,24,,12263,-198,4718,820,20285
0030879,湖池屋,2017/06,10,1,12,12,101006,6504,19588,30291,175,58,3,300,1494,,460,343,22,,12310,-176,4254,898,18778
0030879,湖池屋,2018/06,10,1,12,12,101006,6134,22947,32231,186,-152,3,137,1542,,720,275,30,6,12194,-185,6010,1440,19961
0030879,湖池屋,2019/06,10,1,12,12,101006,6189,22532,33965,316,5,2,368,1669,,851,677,26,4,12309,-122,5599,1301,21180
0030879,湖池屋,2020/06,10,1,12,12,101006,8317,22868,37739,415,-106,4,643,1676,,858,1012,32,4,12739,-174,6232,1189,23496
0030879,湖池屋,2021/06,10,1,12,12,101006,12140,26867,40205,498,-16,7,1161,1675,,826,1665,28,9,13660,-131,6191,1374,24449
0030879,湖池屋,2022/03,10,1,9,12,101006,12217,27093,30395,307,-81,7,758,1318,,909,1089,2,17,14099,-69,7470,1527,21282
0030879,湖池屋,2023/03,10,1,12,12,101006,11691,29576,44574,586,-83,7,1164,1812,,945,1774,10,14,15023,24,8683,2176,31436
0030880,アマナ,2010/12,10,1,12,13,271704,1647,8845,11931,159,49,100,537,2217,388,619,784,10,,3336,,3171,165,6549
0030880,アマナ,2011/12,10,1,12,13,271704,2498,11065,13681,316,59,107,-123,2486,397,797,407,,,3138,,3571,582,8076
0030880,アマナ,2012/12,10,1,12,13,271704,2526,11739,16575,-11,-90,110,3,3025,414,923,186,,,3067,4,3886,358,10088
0030880,アマナ,2013/12,10,1,12,13,271704,2829,13785,18700,103,-24,126,38,3472,533,1042,239,3,5,3032,29,5387,694,11212
0030880,アマナ,2014/12,10,1,12,13,271704,2637,13961,20966,295,35,144,7,3796,517,854,34,5,-21,2957,19,5435,521,12983
0030880,アマナ,2015/12,10,1,12,13,271704,2494,12781,19678,106,41,127,-1562,4330,742,974,-1137,8,-39,1320,-29,5174,638,11882
0030880,アマナ,2016/12,10,1,12,13,271704,2095,11938,21498,126,-24,134,-31,3970,719,942,385,5,-34,1289,-22,5510,530,13275
0030880,アマナ,2017/12,10,1,12,13,271704,2167,11891,21688,135,-89,106,357,3935,718,892,766,7,-14,1680,14,5405,491,13131
0030880,アマナ,2018/12,10,1,12,13,271704,2508,12497,22199,187,,80,-64,4168,931,956,445,3,-7,1615,24,5468,742,13030
0030880,アマナ,2019/12,10,1,12,13,271704,2582,11887,22901,247,79,90,-299,4412,985,1013,37,1,32,1316,25,5104,640,13382
0030880,アマナ,2020/12,10,1,12,13,271704,1952,10657,17198,115,47,105,-2486,4339,966,959,-1516,3,26,-1170,47,3770,675,9984
0030880,アマナ,2021/12,10,1,12,13,271704,1757,10699,17534,13,-78,156,-22,3838,630,923,119,1,5,-17,2,3763,521,9845
0030880,アマナ,2022/12,10,1,12,13,271704,708,7565,14165,193,124,167,-2501,3448,630,784,-1146,1,6,-2549,-45,2493,364,8208
0030912,ベネフィット・ワン,2010/03,10,1,12,11,271704,1623,11304,13791,949,50,,1490,1185,158,523,2345,6,,7904,7,2165,242,7890
0030912,ベネフィット・ワン,2011/03,10,0,12,11,271704,1554,12409,14690,961,-23,,1350,1435,158,549,2267,,,8708,3,2301,231,9069
0030912,ベネフィット・ワン,2012/03,10,1,12,11,271704,1587,15283,14959,1056,22,,1447,1314,,549,2471,6,,9604,13,2467,287,9058
0030912,ベネフィット・ワン,2013/03,10,1,12,11,271704,1956,16316,17610,1090,7,,1623,1439,,621,2731,12,-27,9179,47,3269,312,10922
0030912,ベネフィット・ワン,2014/03,10,1,12,11,271704,2348,18480,20356,1257,-66,,1892,2003,183,613,3169,27,-55,10366,103,3508,468,12818
0030912,ベネフィット・ワン,2015/03,10,1,12,11,271704,2465,20564,21642,1300,-72,,1983,2267,227,686,3353,32,-37,11400,322,3633,592,13289
