nikkei_code,name,date,kessan,renketsu,num_employee,kessan_month,listed_code,industry_code,total_asset,tangibles,salary,rent_fee,corporate_tax,tax_adjustment,net_income,interest_expense,sales
0000001,極洋,2010/03,10,1,2909,12,11,235341,64301,11568,3955,0,923,-281,1086,364,145778
0000001,極洋,2011/03,10,1,2753,12,11,235341,76925,12331,4261,0,799,-396,58,380,162731
0000001,極洋,2012/03,10,1,2460,12,11,235341,84937,11574,4476,0,1383,-62,423,419,181885
0000001,極洋,2013/03,10,1,2397,12,11,235341,83245,11281,4571,0,1139,-441,1269,376,178046
0000001,極洋,2014/03,10,1,2111,12,11,235341,84319,10597,4466,0,1255,284,2968,385,202387
0000001,極洋,2015/03,10,1,2169,12,11,235341,88937,12241,4628,0,2389,1216,2433,408,218350
0000001,極洋,2016/03,10,1,2249,12,11,235341,94608,16972,4704,0,804,-235,1799,437,226626
0000001,極洋,2017/03,10,1,2193,12,11,235341,97391,17137,4926,0,1518,58,2422,418,236561
0000001,極洋,2018/03,10,1,2257,12,11,235341,106297,15377,5089,0,1416,-58,3211,433,254783
0000001,極洋,2019/03,10,1,2264,12,11,235341,114673,14981,5077,0,1242,251,2914,443,256151
0000001,極洋,2020/03,10,1,2307,12,11,235341,111184,15976,5093,0,1336,-142,2037,446,262519
0000001,極洋,2021/03,10,1,2313,12,11,235341,116331,15715,5264,0,1952,-242,3838,387,249197
0000001,極洋,2022/03,10,1,2208,12,11,235341,130460,18897,5440,0,2124,89,4634,391,253575
0000001,極洋,2023/03,10,1,2112,12,11,235341,146301,18912,5383,0,2664,-309,5782,504,272167
0000003,ニッスイ,2010/03,10,1,8801,12,11,235341,383924,112860,21129,2508,2902,32,44,3586,481574
0000003,ニッスイ,2011/03,10,1,11172,12,11,235341,401185,113200,21878,2669,526,-2274,-701,3598,494294
0000003,ニッスイ,2012/03,10,1,10513,12,11,235341,403182,109350,22189,1952,-1182,-5559,2307,3730,538030
0000003,ニッスイ,2013/03,10,1,10175,12,11,235341,424108,112607,23602,2435,4256,-533,-4575,3766,566858
0000003,ニッスイ,2014/03,10,1,8919,12,11,235341,434597,109432,23068,2202,5827,156,3998,3277,604249
0000003,ニッスイ,2015/03,10,1,8240,12,11,235341,461889,113667,23582,2289,9255,4534,10558,3035,638435
0000003,ニッスイ,2016/03,10,1,8466,12,11,235341,445707,118116,24261,2245,7282,941,12307,2652,637164
0000003,ニッスイ,2017/03,10,1,8722,12,11,235341,451876,123630,24146,2317,8933,2940,14216,2172,635953
0000003,ニッスイ,2018/03,10,1,9003,12,11,235341,482233,132782,24373,2533,7886,-24,17234,2000,677293
0000003,ニッスイ,2019/03,10,1,9065,12,11,235341,477913,137525,24883,2730,8279,2156,15379,1744,712111
0000003,ニッスイ,2020/03,10,1,9247,12,11,235341,491533,148042,25477,2920,7374,393,14768,1636,690016
0000003,ニッスイ,2021/03,10,1,9431,12,11,235341,475468,147428,25290,3132,7337,688,14391,1318,615044
0000003,ニッスイ,2022/03,10,1,9662,12,11,235341,505731,145379,27429,3344,8807,608,17275,1166,693682
0000003,ニッスイ,2023/03,10,1,9515,12,11,235341,549013,149017,27631,3594,7262,-624,21233,1637,768181
0000004,マルハニチロ,2010/03,10,0,372,12,11,235341,113684,11050,3579,0,-519,-538,742,1882,174907
0000004,マルハニチロ,2011/03,10,0,347,12,11,235341,112409,10844,3432,0,1369,541,1859,1471,177790
0000004,マルハニチロ,2012/03,10,1,2194,12,11,235341,134504,21720,4070,0,1963,44,762,1562,233998
0000004,マルハニチロ,2013/03,10,1,2153,12,11,235341,124453,22634,4184,0,1802,1053,2920,1412,229494
0000004,マルハニチロ,2014/03,10,1,2098,12,11,235341,151536,24649,4636,0,2532,13,3730,1481,264449
0000004,マルハニチロ,2015/03,10,1,11803,12,11,235341,502016,143373,24422,0,2259,-1398,7219,2696,863784
0000004,マルハニチロ,2016/03,10,1,11258,12,11,235341,485973,139595,24871,0,5653,1158,4097,2486,884811
0000004,マルハニチロ,2017/03,10,1,11237,12,11,235341,501303,140014,24599,0,5818,-376,15446,1953,873295
0000004,マルハニチロ,2018/03,10,1,10938,12,11,235341,516607,138444,24989,0,7301,234,16102,1845,918820
0000004,マルハニチロ,2019/03,10,1,11276,12,11,235341,520318,140351,25426,0,7624,1447,16695,1752,922468
0000004,マルハニチロ,2020/03,10,1,11107,12,11,235341,528063,148206,25486,0,6296,770,12537,1747,905204
0000004,マルハニチロ,2021/03,10,1,13117,12,11,235341,532866,147902,25589,0,1626,-2085,5753,1509,809050
0000004,マルハニチロ,2022/03,10,1,12352,12,11,235341,548603,140249,25560,0,7197,2677,16898,1402,866702
0000004,マルハニチロ,2023/03,10,1,12843,12,11,235341,637227,148995,28249,0,7058,-538,18596,2281,1020456
0000015,常磐興産,2010/03,10,1,494,12,12,271702,53209,39088,678,0,33,-13,486,608,34738
0000015,常磐興産,2011/03,10,1,480,12,12,271702,52015,30992,572,0,25,5,-367,581,33240
0000015,常磐興産,2012/03,10,1,445,12,12,271702,57662,31483,461,0,-931,-997,-8853,602,29626
0000015,常磐興産,2013/03,10,1,443,12,12,271702,59437,31344,510,0,52,-90,2577,625,46776
0000015,常磐興産,2014/03,10,1,446,12,12,271702,58041,30631,544,0,-90,-214,1504,609,54429
0000015,常磐興産,2015/03,10,1,490,12,12,271702,58470,30508,531,0,-152,-248,1509,588,49461
0000015,常磐興産,2016/03,10,1,551,12,12,271702,54401,30495,540,0,49,-147,1348,543,35767
0000015,常磐興産,2017/03,10,1,617,12,12,271702,55237,30631,579,0,-792,-890,548,493,36177
0000015,常磐興産,2018/03,10,1,659,12,12,271702,53097,30994,630,0,259,113,837,417,29057
0000015,常磐興産,2019/03,10,1,685,12,12,271702,51836,30870,653,0,290,231,-522,406,28647
0000015,常磐興産,2020/03,10,1,713,12,12,271702,48245,30175,657,0,210,138,-118,384,25993
0000015,常磐興産,2021/03,10,1,710,12,12,271702,50297,30986,592,0,61,2,-2884,468,15097
0000015,常磐興産,2022/03,10,1,680,12,12,271702,52344,29711,709,0,-33,-56,-2711,499,11081
0000015,常磐興産,2023/03,10,1,604,12,12,271702,54181,28906,656,0,-9,-152,645,488,13434
0000016,太平洋興発,2010/03,10,1,800,12,12,243429,33918,15358,1352,0,-79,-236,606,122,26088
0000016,太平洋興発,2011/03,10,1,839,12,12,243429,33371,15479,1344,0,43,-110,321,106,27410
0000016,太平洋興発,2012/03,10,1,857,12,12,243429,34288,15511,1345,0,314,124,352,128,31943
0000016,太平洋興発,2013/03,10,1,842,12,12,243429,35007,15216,1364,0,141,20,383,141,27953
0000016,太平洋興発,2014/03,10,1,859,12,12,243429,37943,16479,1311,0,240,65,397,168,30975
0000016,太平洋興発,2015/03,10,1,860,12,12,243429,35726,16666,1338,0,208,85,211,156,30202
0000016,太平洋興発,2016/03,10,1,858,12,12,243429,36692,17164,1298,0,195,7,218,166,29406
0000016,太平洋興発,2017/03,10,1,860,12,12,243429,37841,18602,1367,0,22,-181,638,192,31689
0000016,太平洋興発,2018/03,10,1,842,12,12,243429,39868,18973,1384,0,271,26,508,209,36135
0000016,太平洋興発,2019/03,10,1,823,12,12,243429,43897,20348,1393,0,173,-47,291,238,36005
0000016,太平洋興発,2020/03,10,1,710,12,12,243429,43691,21721,1394,0,144,-166,464,277,32476
0000016,太平洋興発,2021/03,10,1,706,12,12,243429,43674,23121,1393,0,292,142,446,252,27825
0000016,太平洋興発,2022/03,10,1,689,12,12,243429,44646,24312,1447,0,180,57,367,286,32855
0000016,太平洋興発,2023/03,10,1,670,12,12,243429,45686,23904,1485,0,375,13,694,285,51016
0000022,日鉄鉱業,2010/03,10,1,1636,12,11,237362,144066,47245,3645,0,1237,679,1681,613,93726
0000022,日鉄鉱業,2011/03,10,1,1670,12,11,237362,136145,44802,3804,0,1835,810,1638,565,107741
0000022,日鉄鉱業,2012/03,10,1,1701,12,11,237362,132470,43234,3773,0,1764,-288,3024,497,101505
0000022,日鉄鉱業,2013/03,10,1,1704,12,11,237362,144539,47460,3813,0,2269,-670,3873,457,102840
0000022,日鉄鉱業,2014/03,10,1,1781,12,11,237362,161325,56880,4156,0,2652,170,3903,431,114317
0000022,日鉄鉱業,2015/03,10,1,1787,12,11,237362,170055,59234,4235,0,3192,47,5973,401,125467
0000022,日鉄鉱業,2016/03,10,1,1756,12,11,237362,162379,57242,4361,0,2488,-367,4483,356,114088
0000022,日鉄鉱業,2017/03,10,1,1771,12,11,237362,167260,57240,4358,0,-330,-2455,7289,303,107325
0000022,日鉄鉱業,2018/03,10,1,1784,12,11,237362,172431,56118,4620,0,2426,-200,4877,329,118709
0000022,日鉄鉱業,2019/03,10,1,1836,12,11,237362,171717,58369,4420,0,2625,-748,5360,309,123372
0000022,日鉄鉱業,2020/03,10,1,1882,12,11,237362,173954,61716,4490,0,2600,-528,4518,266,117502
0000022,日鉄鉱業,2021/03,10,1,1941,12,11,237362,188735,62584,4588,0,2019,-675,3746,272,119159
0000022,日鉄鉱業,2022/03,10,1,2019,12,11,237362,197732,67117,4570,0,5110,27,9279,261,149082
0000022,日鉄鉱業,2023/03,10,1,2127,12,11,237362,208335,70276,4898,0,3164,-191,9780,490,164020
0000023,三井松島ホールディングス,2010/03,10,1,332,12,11,237361,48983,22319,1584,0,1851,533,3463,348,61014
0000023,三井松島ホールディングス,2011/03,10,1,437,12,11,237361,49022,25930,1552,0,1734,144,4480,291,87658
0000023,三井松島ホールディングス,2012/03,10,1,435,12,11,237361,46178,24759,1612,0,2679,-93,4880,168,98063
0000023,三井松島ホールディングス,2013/03,10,1,693,12,11,237361,56280,27864,1911,0,1378,99,1699,145,84009
0000023,三井松島ホールディングス,2014/03,10,1,770,12,11,237361,59812,26388,1751,0,619,-129,1532,161,77300
0000023,三井松島ホールディングス,2015/03,10,1,727,12,11,237361,58091,25504,2047,0,-237,-1007,584,181,67956
0000023,三井松島ホールディングス,2016/03,10,1,1142,12,11,237361,55281,23053,2259,0,434,-478,1512,181,58564
0000023,三井松島ホールディングス,2017/03,10,1,1288,12,11,237361,59113,21182,2672,0,-184,-607,1323,164,53086
0000023,三井松島ホールディングス,2018/03,10,1,1309,12,11,237361,58282,19032,2693,0,800,-138,1520,181,66322
0000023,三井松島ホールディングス,2019/03,10,1,1277,12,11,237361,57464,17099,2570,0,2005,175,2240,159,75702
0000023,三井松島ホールディングス,2020/03,10,1,1274,12,11,237361,63155,15855,4069,0,667,-596,2292,171,66596
0000023,三井松島ホールディングス,2021/03,10,1,1512,12,11,237361,70618,13427,3938,0,1052,400,-3035,177,57378
0000023,三井松島ホールディングス,2022/03,10,1,1305,12,11,237361,67837,13016,3696,0,2694,264,5396,157,46592
0000023,三井松島ホールディングス,2023/03,10,1,1455,12,11,237361,95025,12747,4055,0,11163,220,22977,141,80015
0000043,古河機械金属,2010/03,10,1,2670,12,11,119181,204774,87644,5371,0,303,-59,585,1680,142925
0000043,古河機械金属,2011/03,10,1,2728,12,11,119181,196234,85657,5872,0,113,-368,563,1526,165638
0000043,古河機械金属,2012/03,10,1,2752,12,11,119181,193971,85085,5960,0,-868,-1377,-1659,1403,157566
0000043,古河機械金属,2013/03,10,1,2342,12,11,119181,186076,79024,6322,0,2278,912,2976,1259,165539
0000043,古河機械金属,2014/03,10,1,2413,12,11,119181,199408,87198,5770,0,2933,-134,3976,1077,163026
0000043,古河機械金属,2015/03,10,1,2456,12,11,119181,207317,86177,6145,0,-3754,-5017,9793,912,172544
0000043,古河機械金属,2016/03,10,1,2521,12,11,119181,195650,85314,6349,0,1466,304,5056,807,161799
0000043,古河機械金属,2017/03,10,1,2616,12,11,119181,208034,87377,6708,0,2297,1003,4254,669,149829
0000043,古河機械金属,2018/03,10,1,2690,12,11,119181,222211,88965,6510,0,1667,512,4774,581,167695
0000043,古河機械金属,2019/03,10,1,2757,12,11,119181,215368,88289,7013,0,2150,484,4654,576,174116
0000043,古河機械金属,2020/03,10,1,2755,12,11,119181,209697,89838,7150,0,2639,1213,4431,512,165215
0000043,古河機械金属,2021/03,10,1,2752,12,11,119181,218275,89817,7344,0,2237,65,7468,456,159702
0000043,古河機械金属,2022/03,10,1,2804,12,11,119181,229727,90976,7665,0,2450,-264,6477,427,199097
0000043,古河機械金属,2023/03,10,1,2831,12,11,119181,232745,90981,7988,0,2049,-762,6211,501,214190
0000045,三井金属鉱業,2010/03,10,1,9851,12,11,119181,416541,157007,10076,0,7289,1190,13899,2810,392364
0000045,三井金属鉱業,2011/03,10,1,9810,12,11,119181,411027,147790,10353,0,7225,1917,21160,2709,446487
0000045,三井金属鉱業,2012/03,10,1,10113,12,11,119181,413106,150996,10652,0,2956,-1177,11531,2710,431058
0000045,三井金属鉱業,2013/03,10,1,10154,12,11,119181,438072,152027,10772,0,3660,374,9910,2307,417219
0000045,三井金属鉱業,2014/03,10,1,10802,12,11,119181,503825,156397,11642,0,5285,-207,3662,2222,441046
0000045,三井金属鉱業,2015/03,10,1,10804,12,11,119181,538646,164058,12070,0,6394,-368,17237,1990,473274
0000045,三井金属鉱業,2016/03,10,1,11132,12,11,119181,484800,162931,12121,0,7685,1631,-20926,1799,450553
0000045,三井金属鉱業,2017/03,10,1,11630,12,11,119181,518981,169397,12301,0,6325,-1607,18674,1497,436330
0000045,三井金属鉱業,2018/03,10,1,12276,12,11,119181,518705,183369,13309,0,7466,-2096,-708,1392,519215
0000045,三井金属鉱業,2019/03,10,1,12498,12,11,119181,523315,189857,14057,0,9984,1191,4691,1605,497701
0000045,三井金属鉱業,2020/03,10,1,12197,12,11,119181,537119,189124,13961,0,4082,-1185,1566,1749,473109
0000045,三井金属鉱業,2021/03,10,1,11826,12,11,119181,595016,200037,13572,0,8521,2909,44733,1670,522936
0000045,三井金属鉱業,2022/03,10,1,11881,12,11,119181,637878,197124,16675,0,11643,1031,52088,1852,633346
0000045,三井金属鉱業,2023/03,10,1,12115,12,11,119181,631894,197758,17824,0,8536,2514,8511,2011,651965
0000046,東邦亜鉛,2010/03,10,1,836,12,11,119181,112823,35331,848,0,3130,544,4654,416,83592
0000046,東邦亜鉛,2011/03,10,1,1046,12,11,119181,141007,45898,1143,0,4930,1823,7545,682,103628
0000046,東邦亜鉛,2012/03,10,1,1130,12,11,119181,149803,51860,1394,0,2009,1214,1005,486,105914
0000046,東邦亜鉛,2013/03,10,1,1196,12,11,119181,145814,54322,1477,0,2588,-153,-5156,514,103654
0000046,東邦亜鉛,2014/03,10,1,1171,12,11,119181,145014,52004,1637,0,2832,255,1670,443,118619
0000046,東邦亜鉛,2015/03,10,1,1180,12,11,119181,151970,50052,1507,0,3119,362,2743,542,121093
0000046,東邦亜鉛,2016/03,10,1,1188,12,11,119181,122160,44110,1566,0,1339,56,-16221,582,114144
0000046,東邦亜鉛,2017/03,10,1,1089,12,11,119181,129700,41598,1354,0,3232,66,8814,522,113952
0000046,東邦亜鉛,2018/03,10,1,1210,12,11,119181,137259,40949,1512,0,2205,196,10373,452,133625
0000046,東邦亜鉛,2019/03,10,1,1278,12,11,119181,130231,38945,1647,0,-1261,-1391,-2550,395,117551
0000046,東邦亜鉛,2020/03,10,1,1105,12,11,119181,117333,39038,1898,0,464,279,-18364,449,97445
0000046,東邦亜鉛,2021/03,10,1,1062,12,11,119181,113635,35978,1477,0,1549,838,5508,558,103469
0000046,東邦亜鉛,2022/03,10,1,1051,12,11,119181,145796,35271,1466,0,1403,152,7922,487,124279
0000046,東邦亜鉛,2023/03,10,1,1057,12,11,119181,142999,36068,1581,0,440,-351,794,671,145764
0000047,三菱マテリアル,2010/03,10,1,21641,12,11,119181,1826420,726315,35570,5958,36446,27775,-66555,13312,1119448
0000047,三菱マテリアル,2011/03,10,1,21762,12,11,119181,1837405,687602,39193,6187,14523,1849,14274,12848,1333992
0000047,三菱マテリアル,2012/03,10,1,22015,12,11,119181,1751870,662834,40574,6127,12493,-1714,9565,11507,1440847
0000047,三菱マテリアル,2013/03,10,1,22181,12,11,119181,1811767,658974,40848,6036,10790,-5690,36948,10453,1287251
0000047,三菱マテリアル,2014/03,10,1,23112,12,11,119181,1778505,650571,36361,6219,26465,9956,52551,9686,1414796
0000047,三菱マテリアル,2015/03,10,1,23413,12,11,119181,1898157,655034,38121,6180,14074,-5574,56147,8233,1517265
0000047,三菱マテリアル,2016/03,10,1,24636,12,11,119181,1793375,670237,41691,6280,15144,-2760,61316,6694,1417895
0000047,三菱マテリアル,2017/03,10,1,24859,12,11,119181,1896939,666226,39958,6220,24011,-583,28352,4922,1304068
0000047,三菱マテリアル,2018/03,10,1,26959,12,11,119181,2011067,645559,42588,6341,23639,4698,34595,5058,1599533
0000047,三菱マテリアル,2019/03,10,1,28426,12,11,119181,1938270,687415,44057,6570,28738,12550,1298,4855,1662990
0000047,三菱マテリアル,2020/03,10,1,28601,12,11,119181,1904050,659298,43731,6576,28810,10561,-72850,4858,1516100
0000047,三菱マテリアル,2021/03,10,1,27162,12,11,119181,2035546,665402,43374,6303,12564,-1379,24407,4416,1485121
0000047,三菱マテリアル,2022/03,10,1,23711,12,11,119181,2125032,629199,44500,5909,24001,1850,45015,5498,1811759
0000047,三菱マテリアル,2023/03,10,1,18576,12,11,119181,1891795,426214,38789,5320,-10805,-20965,20330,6014,1625933
0000049,住友金属鉱山,2010/03,10,1,9309,12,11,119181,981458,258004,9405,0,23167,6127,53952,2988,725827
0000049,住友金属鉱山,2011/03,10,1,9189,12,11,119181,1052353,265089,10119,0,30658,987,83962,2484,864077
0000049,住友金属鉱山,2012/03,10,1,8658,12,11,119181,1146759,291222,10748,0,19482,4391,65286,3410,847897
0000049,住友金属鉱山,2013/03,10,1,8370,12,11,119181,1351153,342067,11082,0,28905,1658,86640,3301,808540
0000049,住友金属鉱山,2014/03,10,1,8628,12,11,119181,1572367,415773,12029,0,23623,-950,80258,3562,830546
0000049,住友金属鉱山,2015/03,10,1,8766,12,11,119181,1740246,469373,11774,0,45349,-1058,91113,3968,921334
0000049,住友金属鉱山,2016/03,10,1,8734,12,11,119181,1630800,453534,12723,0,20356,3379,-309,4873,855407
0000049,住友金属鉱山,2017/03,10,1,7384,12,11,119181,1685018,483456,12076,0,23046,-3641,-18540,5042,786146
0000050,ＤＯＷＡホールディングス,2010/03,10,1,4325,12,11,119181,330720,105597,6926,703,4338,1944,4359,2815,307462
0000050,ＤＯＷＡホールディングス,2011/03,10,1,4511,12,11,119181,340161,104101,7307,715,7318,3349,8521,2242,379816
0000050,ＤＯＷＡホールディングス,2012/03,10,1,4703,12,11,119181,319665,100775,7545,710,7431,3887,10610,1968,392468
0000050,ＤＯＷＡホールディングス,2013/03,10,1,5499,12,11,119181,349787,103647,8048,674,8210,795,15213,1697,419390
0000050,ＤＯＷＡホールディングス,2014/03,10,1,5679,12,11,119181,358717,103890,8484,721,9544,-1757,23310,1517,443985
0000050,ＤＯＷＡホールディングス,2015/03,10,1,5941,12,11,119181,379193,107675,9220,809,15113,485,26543,1165,464219
0000050,ＤＯＷＡホールディングス,2016/03,10,1,6076,12,11,119181,364420,110607,9293,808,10099,344,21826,922,406598
0000050,ＤＯＷＡホールディングス,2017/03,10,1,6225,12,11,119181,404604,118553,9280,826,10260,-207,26169,808,410503
0000050,ＤＯＷＡホールディングス,2018/03,10,1,6468,12,11,119181,456530,124324,9758,883,9710,381,24693,578,454754
0000050,ＤＯＷＡホールディングス,2019/03,10,1,6680,12,11,119181,494683,134365,9975,914,8389,1240,14986,1008,452928
0000050,ＤＯＷＡホールディングス,2020/03,10,1,6986,12,11,119181,512495,153336,9986,975,10081,223,17395,1323,485130
0000050,ＤＯＷＡホールディングス,2021/03,10,1,7258,12,11,119181,598471,160567,12385,1200,13636,-889,21824,910,588003
0000050,ＤＯＷＡホールディングス,2022/03,10,1,7394,12,11,119181,657283,168344,13613,1309,20259,-831,51012,664,831794
0000050,ＤＯＷＡホールディングス,2023/03,10,1,7569,12,11,119181,655282,173222,11157,0,16416,820,25041,523,780060
0000055,ユアテック,2010/03,10,1,5430,12,11,241404,155789,45816,8099,0,1496,749,919,6,163593
0000055,ユアテック,2011/03,10,1,5496,12,11,241404,157846,43237,7805,0,756,19,-80,6,161993
0000055,ユアテック,2012/03,10,1,5419,12,11,241404,164250,42373,7580,0,14537,10657,-8485,0,200123
0000055,ユアテック,2013/03,10,1,5308,12,11,241404,146937,39585,7474,0,200,-108,-3666,13,164617
0000055,ユアテック,2014/03,10,1,5219,12,11,241404,157021,38928,7655,0,-3937,-4343,3503,12,185823
0000055,ユアテック,2015/03,10,1,5342,12,11,241404,180723,39629,7708,0,82,-3298,12160,15,217712
0000055,ユアテック,2016/03,10,1,4719,12,11,241404,187598,42034,7940,0,5463,1113,10470,0,227067
0000055,ユアテック,2017/03,10,1,4742,12,11,241404,190390,44783,8429,0,4883,-297,10118,0,226042
0000055,ユアテック,2018/03,10,1,4806,12,11,241404,191201,46223,8654,0,3978,-69,8378,0,213251
0000055,ユアテック,2019/03,10,1,4846,12,11,241404,195444,48181,8690,0,3352,-160,6631,9,204054
0000055,ユアテック,2020/03,10,1,4835,12,11,241404,197050,47412,8598,0,2294,-84,4470,9,202760
0000055,ユアテック,2021/03,10,1,4858,12,11,241404,200116,47011,8799,0,3335,-208,5763,9,197092
0000055,ユアテック,2022/03,10,1,5611,12,11,241404,216016,46577,9099,0,3465,-491,6700,245,225317
0000055,ユアテック,2023/03,10,1,5589,12,11,241404,221400,46605,9462,0,3860,-37,6561,102,227366
0000056,日比谷総合設備,2010/03,10,1,897,12,11,241404,74631,658,2900,919,1137,46,2440,15,62378
0000056,日比谷総合設備,2011/03,10,1,917,12,11,241404,76764,591,2964,933,1214,-316,3014,12,58300
0000056,日比谷総合設備,2012/03,10,1,917,12,11,241404,76442,618,2780,945,1287,569,1657,12,60919
0000056,日比谷総合設備,2013/03,10,1,890,12,11,241404,79427,557,2730,944,1027,225,1806,12,66322
0000056,日比谷総合設備,2014/03,10,1,876,12,11,241404,83531,558,2598,982,1148,300,2215,12,69466
0000056,日比谷総合設備,2015/03,10,1,874,12,11,241404,84725,532,2735,990,1381,129,2630,2,71329
0000056,日比谷総合設備,2016/03,10,1,866,12,11,241404,91900,494,3402,1001,2007,-435,4641,0,79401
0000056,日比谷総合設備,2017/03,10,1,868,12,11,241404,93661,646,3854,1047,1834,-270,5207,2,78387
0000056,日比谷総合設備,2018/03,10,1,888,12,11,241404,82931,740,3164,1142,1250,655,7273,1,66838
0000056,日比谷総合設備,2019/03,10,1,920,12,11,241404,82396,681,2830,1112,999,53,2711,2,70035
0000056,日比谷総合設備,2020/03,10,1,940,12,11,241404,83632,639,3185,1144,1496,-315,3537,0,75890
0000056,日比谷総合設備,2021/03,10,1,944,12,11,241404,86138,590,3336,1171,1477,-129,3075,0,73119
0000056,日比谷総合設備,2022/03,10,1,961,12,11,241404,87466,598,3935,1181,1978,-426,4372,5,75497
0000056,日比谷総合設備,2023/03,10,1,966,12,11,241404,94687,697,4041,1183,1899,-307,4644,0,83978
0000059,植木組,2010/03,10,1,885,12,12,241406,40730,13501,1351,0,411,180,477,101,42261
0000059,植木組,2011/03,10,1,899,12,12,241406,36852,13445,1341,0,478,-70,540,84,36669
0000059,植木組,2012/03,10,1,898,12,12,241406,39077,13559,1263,0,335,119,287,74,34981
0000059,植木組,2014/03,10,1,897,12,12,241406,39357,13991,1311,0,540,-39,804,56,43428
0000059,植木組,2015/03,10,1,901,12,12,241406,41329,14339,1394,0,700,112,911,52,46267
0000059,植木組,2016/03,10,1,923,12,12,241406,38943,14079,1464,0,583,54,1146,43,42767
0000059,植木組,2017/03,10,1,927,12,12,241406,41865,12900,1429,0,506,36,1249,41,45051
0000059,植木組,2018/03,10,1,949,12,12,241406,38996,12365,1360,0,622,104,1269,31,45559
0000059,植木組,2019/03,10,1,950,12,12,241406,44256,13071,1370,0,558,-1,1068,28,44568
0000059,植木組,2020/03,10,1,971,12,12,241406,47741,13467,1458,0,723,-125,1434,33,51938
0000059,植木組,2021/03,10,1,973,12,12,241406,45683,14106,1480,0,926,41,1700,31,48847
0000059,植木組,2022/03,10,1,982,12,12,241406,43632,14350,1376,0,757,154,1440,24,47678
0000059,植木組,2023/03,10,1,998,12,12,241406,46976,14026,1353,0,718,1,1350,22,48936
0000061,大成建設,2010/03,10,1,14461,12,11,241401,1501290,238533,29666,0,14462,10159,21222,9434,1441975
0000061,大成建設,2011/03,10,1,14039,12,11,241401,1395493,231999,29088,0,8513,6504,10883,8677,1218118
0000061,大成建設,2012/03,10,1,13776,12,11,241401,1494695,212638,27883,0,15479,9142,1181,7505,1323503
0000061,大成建設,2013/03,10,1,13569,12,11,241401,1543094,206075,27618,0,12399,8776,20050,6311,1416495
0000061,大成建設,2014/03,10,1,13599,12,11,241401,1599065,181051,27846,0,14119,3347,32089,5071,1533473
0000061,大成建設,2015/03,10,1,13701,12,11,241401,1735248,169972,28348,0,28754,6242,38177,4095,1573270
0000061,大成建設,2016/03,10,1,13748,12,11,241401,1660821,177528,29952,0,40995,7663,77045,2795,1545889
0000061,大成建設,2017/03,10,1,13977,12,11,241401,1760078,175982,32020,0,44793,-712,90566,2156,1487252
0000061,大成建設,2018/03,10,1,14032,12,11,241401,1910597,188397,31794,0,55508,4070,126788,1684,1585497
0000061,大成建設,2019/03,10,1,14433,12,11,241401,1846176,219745,33373,0,48075,4481,112571,1277,1650877
0000061,大成建設,2020/03,10,1,14562,12,11,241401,1889995,204400,33130,0,52600,1127,122087,1111,1751330
0000061,大成建設,2021/03,10,1,14620,12,11,241401,1870622,206198,31199,0,42819,3170,92554,970,1480141
0000061,大成建設,2022/03,10,1,14518,12,11,241401,1956200,207435,32424,0,31935,-2276,71436,910,1543240
0000061,大成建設,2023/03,10,1,14466,12,11,241401,2016717,213349,33291,0,20738,-7630,47124,861,1642712
0000062,大林組,2010/03,10,1,14476,12,11,241401,1590667,319373,30811,0,-21751,-25099,-53354,3984,1341456
0000062,大林組,2011/03,10,1,14639,12,11,241401,1505697,360209,31480,0,4622,2917,15423,3799,1131864
0000062,大林組,2012/03,10,1,12870,12,11,241401,1618748,358186,31654,0,17769,14809,5142,3886,1245772
0000062,大林組,2013/03,10,1,12838,12,11,241401,1656289,376489,32773,0,24147,18020,13195,3486,1448305
0000062,大林組,2014/03,10,1,12856,12,11,241401,1818886,415089,32436,0,12176,4777,21627,3160,1612756
0000062,大林組,2015/03,10,1,13432,12,11,241401,1996193,408848,33083,0,25527,16380,28695,3280,1773981
0000062,大林組,2016/03,10,1,13688,12,11,241401,1951907,441604,35246,0,37497,16622,63437,2674,1777834
0000062,大林組,2017/03,10,1,14094,12,11,241401,2015996,459597,36827,0,42475,4782,94501,2442,1872721
0000062,大林組,2018/03,10,1,14359,12,11,241401,2129027,526270,41012,0,42323,-4966,92662,2097,1900655
0000062,大林組,2019/03,10,1,14739,12,11,241401,2214512,544558,39603,0,48265,-703,113155,1836,2039685
0000062,大林組,2020/03,10,1,14993,12,11,241401,2230297,572190,40847,0,45340,-4900,113093,1800,2073043
0000062,大林組,2021/03,10,1,15267,12,11,241401,2272628,609256,40642,0,33728,-708,98780,1866,1766893
0000062,大林組,2022/03,10,1,15470,12,11,241401,2422085,623306,43862,0,14827,-13988,39127,2019,1922884
0000062,大林組,2023/03,10,1,15876,12,11,241401,2609929,692545,47138,0,33848,-1685,77671,2485,1983888
0000063,清水建設,2010/03,10,1,14780,12,11,241401,1566531,216359,22632,0,4652,-1817,-6850,5913,1589278
0000063,清水建設,2011/03,10,1,14819,12,11,241401,1423613,215441,22338,0,9517,-2095,10848,4739,1303755
0000063,清水建設,2012/03,10,1,15168,12,11,241401,1410975,231889,22409,0,12355,2420,1430,4439,1336194
0000063,清水建設,2013/03,10,1,15616,12,11,241401,1456441,218556,22509,0,8583,4175,5901,3854,1416044
